imdbid	rating	year	id	title	metacritic_score
0317919	1	2006	5606	Mission: Impossible III	66
0423169	3	2006	4899	Sherrybaby	66
0437857	1	2006	9091	Behind the Mask: The Rise of Leslie Vernon	66
0398913	3	2006	4202	DOA: Dead or Alive	38
0317219	1	2006	1946	Cars	73
0457939	3	2006	215	Holiday, The	52
0385880	3	2006	3661	Monster House	68
0384793	1	2006	6194	Accepted	47
0443455	3	2006	284	Brand Upon The Brain!	79
0498380	1	2006	2580	Letters from Iwo Jima	89
0460721	3	2006	1489	Big Bad Swim, The	NA
0643106	0	2006	7039	&quot;Masters of Horror&quot; Haeckel&#39;s Tale	NA
0375785	3	2006	1523	Gray Matters	31
0461612	3	2006	3018	Warau Mikaeru	NA
0450506	3	2006	3834	Suburban Mayhem	NA
0408985	3	2006	938	Last Holiday	52
0494271	3	2006	6168	Unknown Woman, The	56
0461826	3	2006	7315	Peliculas para no dormir: Adivina quien soy	NA
0455612	0	2006	6574	Madea&#39;s Family Reunion	45
0809407	1	2006	5287	A fost sau n-a fost?	77
0851578	3	2006	1864	Paprika	81
0785532	3	2006	7114	&quot;Masters of Horror&quot; Pro-Life	NA
0468489	3	2006	2359	Half Nelson	85
0455967	3	2006	3571	John Tucker Must Die	41
0366548	3	2006	7637	Happy Feet	77
0876154	3	2006	4848	To Have and to Hold	NA
0389860	3	2006	5358	Click	45
0468492	3	2006	3849	Host, The	85
0832958	0	2006	1605	On the Trail of Igor Rizzi	NA
0455596	1	2006	5424	Librarian: Return to King Solomon&#39;s Mines, The	NA
0383574	2	2006	167	Pirates of the Caribbean: Dead Man&#39;s Chest	53
0795338	3	2006	5868	Barbie Diaries, The	NA
0410297	3	2006	4856	Lake House, The	52
0387877	1	2006	4130	Black Dahlia	49
0416496	3	2006	370	Bandidas	NA
0365830	0	2006	7812	Tenacious D in the Pick of Destiny	55
0808506	3	2006	1878	Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time)	NA
0364955	3	2006	1152	Art School Confidential	54
0400717	1	2006	3786	Open Season	49
0483022	3	2006	5704	Kamome Diner	NA
0439289	3	2006	1910	Running with Scissors	52
0475944	3	2006	6352	Covenant, The	19
1148261	2	2007	6905	Bleach Movie 2: The Diamond Dust Rebellion	NA
0861739	3	2007	312	Tropa de Elite	33
0211933	3	2007	7001	Awake	33
0480669	0	2007	3343	Timecrimes	68
2330312	3	2007	4313	Bratz: Fashion Pixiez	NA
0488023	3	2007	3935	Out at the Wedding	NA
0838221	1	2007	600	Darjeeling Limited, The	67
1179904	3	2007	667	Paranormal Activity	68
0488120	1	2007	2519	Fracture	68
0923811	3	2007	3731	Evangelion: 1.0: You Are (Not) Alone	NA
0758771	1	2007	12	Outlaw	45
1166805	0	2007	7142	Cafe com Leite	NA
0909010	3	2007	1671	Bad Mother&#39;s Handbook, The	NA
0799949	3	2007	6577	Epic Movie	17
0970472	3	2007	1466	Vexille	NA
0887745	3	2007	1899	How About You	50
0337978	1	2007	842	Live Free or Die Hard	69
0496806	1	2007	476	Ocean's Thirteen	62
0780583	3	2007	5055	Flight of the Living Dead	NA
0783233	3	2007	949	Atonement	85
0805564	3	2007	2795	Lars and the real Girl	70
0758730	3	2007	8576	Aliens vs. Predator: Requiem	29
0959342	3	2007	4060	Se upp f&ouml;r d&aring;rarna	NA
0925230	3	2007	1439	Cocalero	NA
0443473	1	2007	2597	Condemned, The	23
0498399	0	2007	4162	We Own the Night	59
0477071	3	2007	27	Premonition	29
0765443	3	2007	3069	Eastern Promises	82
0815178	3	2007	5028	Life Before Her Eyes, The	38
0757361	3	2007	2409	Margot at the Wedding	66
0480242	3	2007	3615	Dan in Real Life	65
1007920	3	2007	7714	Barbie Fairytopia: Magic of the Rainbow	NA
0373889	3	2007	373	Harry Potter and the Order of the Phoenix	71
0814795	0	2007	2976	In the Arms of My Enemy	NA
0844794	3	2007	2604	Northanger Abbey	NA
0418279	3	2007	422	Transformers	61
0396555	1	2007	1945	Meet the Robinsons	61
0868394	1	2007	7131	&quot;Masters of Horror&quot; Dream Cruise	NA
0897361	3	2007	4007	I Know Who Killed Me	16
0475243	2	2007	995	Crashing	NA
0857191	3	2007	2147	Visitor, The	79
0479500	3	2007	6603	Nancy Drew	53
0471711	2	2007	8	Futurama: Bender's Big Score	NA
0795368	3	2007	1522	Death at a Funeral	67
0796302	3	2007	6735	Babysitters, The	35
0442933	3	2007	3086	Beowulf	59
0415127	3	2007	2743	Man from London, The	NA
0427327	3	2007	188	Hairspray	81
1032856	1	2007	1799	Band&#39;s Visit, The	80
0891527	0	2007	7078	Lions for lambs	47
0997260	3	2007	8732	Rosa: The Movie	NA
0482374	3	2007	3494	Gone	NA
0806940	3	2007	1706	Ninas Mal	NA
0758753	2	2007	3604	If I Had Known I Was a Genius	NA
0913445	1	2007	2529	Young People Fucking	39
1032846	3	2007	1806	4 Months, 3 Weeks and 2 Days	97
0950740	3	2007	6617	Grandpa for Christmas	NA
0860866	3	2007	4886	Far North	NA
0461770	3	2007	777	Enchanted	75
0486822	3	2007	479	Disturbia	62
0452702	0	2007	546	Vacancy	54
0884819	3	2007	166	Wool 100%	NA
1024856	0	2007	3577	Negative Happy Chain Saw Edge	NA
0448134	1	2007	585	Sunshine	64
0904049	3	2007	1713	Ekusute (Exte: Hair Extensions)	NA
0490084	3	2007	4439	Because I Said So	26
0756729	3	2007	2207	Year of the dog	70
0866437	3	2007	1151	Jane Austen Book Club, The	61
0411061	1	2007	30	88 Minutes	17
0816436	3	2007	3545	Black Water	NA
0494222	3	2007	2478	Eagle vs Shark	55
0472205	1	2007	2111	Watching the Detectives	NA
0814106	2	2007	6631	Flatland: The Movie	NA
0472071	3	2007	3013	Death Defying Acts	48
0995829	3	2007	1552	XXY	67
0368794	1	2007	6795	I&#39;m Not There.	73
0952682	3	2007	6828	Shotgun Stories	76
0450385	3	2007	3206	1408	64
0780565	3	2007	5509	Mataharis	NA
0829297	3	2007	3663	Ten Inch Hero	NA
0425112	1	2007	351	Hot Fuzz	81
0431308	3	2007	766	P.S. I Love You	39
0435705	2	2007	11	Next	42
0423977	2	2007	1008	Charlie Bartlett	54
1094278	3	2007	1802	Tricks	NA
0923752	1	2007	4153	King of Kong: A Fistful of Quarters, The	83
0923985	0	2007	3774	We Are the Strange	NA
0942384	1	2007	2621	Shelter	66
0765120	3	2007	2655	My Blueberry Nights	52
0804516	3	2007	4984	P2	37
0465602	1	2007	5451	Shut em up	49
0765447	3	2007	948	Evening	45
0782867	3	2007	5930	Ha-Sodot (The Secrets)	NA
1032207	1	2007	1438	Lynch	67
0896798	1	2007	7773	Cleaner	49
0413267	3	2007	26	Shrek the Third	58
0960835	3	2007	5328	Transmorphers	NA
0480249	3	2007	549	I Am Legend	65
0449088	3	2007	169	Pirates of the Caribbean: At World&#39;s End	50
0414055	3	2007	3230	Elizabeth: The Golden Age	45
0845046	1	2007	240	Son of Rambow	66
0440963	2	2007	5530	Bourne Ultimatum, The	85
0498353	3	2007	2473	Hostel: Part II	46
0473308	3	2007	755	Waitress	75
0808230	2	2007	6759	Les deux mondes	NA
0465494	0	2007	1283	Hitman	35
0469494	0	2007	177	There Will Be Blood	93
0760329	0	2007	8525	Water Horse, The	71
1092053	3	2007	4040	Barbie as the Island Princess	NA
0780608	3	2007	5245	Smiley Face	71
1028528	3	2007	7	Death Proof	NA
0389790	1	2007	7519	Bee Movie	54
0810900	3	2007	6057	High School Musical 2 (TV Movie)	NA
0486576	3	2007	5075	Fantastic Four: Rise of the Silver Surfer	45
0856288	3	2007	3629	Inside	NA
0382932	1	2007	14	Ratatouille	96
1765847	3	2007	9352	Hungry Bitches	NA
0425413	1	2007	6616	Run, Fatboy, Run	48
0995031	1	2007	4121	Bhool Bhulaiyaa	NA
0445934	3	2007	3777	Blades of Glory	64
0486583	1	2007	410	Fred Claus	42
0780607	2	2007	2364	Signal, The	63
0441007	3	2007	5461	Gracie	52
0465375	3	2007	1344	After Sex	NA
0481369	1	2007	4029	Number 23, The	NA
0398808	3	2007	3333	Bridge to Terabithia	74
0765429	1	2007	7395	American Gangster	76
0496328	3	2007	1115	Itty Bitty Titty Committee	NA
0462538	3	2007	417	Simpsons Movie, The	80
1077258	3	2007	29	Planet Terror	NA
0283503	3	2007	1578	Brooklyn Rules	53
0452623	3	2007	2371	Gone Baby Gone	72
0808357	3	2007	5501	Lust, Caution	61
0292963	2	2007	4001	Before the Devil Knows You&#39;re Dead	85
1083845	3	2007	3617	Ballet Shoes	NA
0373883	3	2007	3655	Halloween	47
0472062	3	2007	2574	Charlie Wilson&#39;s War	67
0466839	3	2007	3012	I Could Never Be Your Woman	NA
0875113	1	2007	3899	99 francs	NA
0801526	3	2007	5071	Tracey Fragments, The	54
0393956	3	2007	7584	Viva	58
0478311	3	2007	180	Knocked Up	85
0816530	3	2007	4728	Imprint	NA
0435528	2	2007	4762	Whisper	NA
0408236	1	2007	630	Sweeney Todd: The Demon Barber of Fleet Street	83
0795439	1	2007	4044	Numb	NA
0401997	1	2007	2581	Breach	74
0810868	2	2007	1524	Free Rainer	NA
0971205	0	2007	7140	Lucky Blue	NA
0768212	3	2007	7556	Last Mimzy, The	59
0467110	1	2007	9240	Underdog	37
0413300	2	2007	5483	Spider-Man 3	59
0443680	1	2007	8535	Assassination of Jesse James by the Coward Robert Ford, The	68
1095496	3	2007	4152	She&#39;s a Boy I Knew	NA
0792965	3	2007	2992	Ensemble, c&#39;est tout	NA
0432021	3	2007	17	Resident Evil: Extinction	41
0408839	2	2007	9247	Heartbreak Kid, The	46
1048174	3	2007	1339	World Unseen, The	NA
0463854	3	2007	2131	28 Weeks Later	78
0758732	0	2007	1808	Beaufort	NA
0840363	3	2007	5995	Racing Daylight	NA
0964587	3	2007	1840	St. Trinian&#39;s	39
0477051	2	2007	5662	Norbit	27
0756683	1	2007	25	Man from Earth, The	NA
0862856	3	2007	1715	Trick &#39;r Treat	NA
0804452	3	2007	2472	Bratz	21
0419887	0	2007	652	Kite Runner, The	61
0492486	3	2007	5204	Shrooms	NA
0807054	3	2007	7711	It&#39;s a Free World...	NA
0825244	1	2007	6286	Dialogue avec mon jardinier	NA
0854548	3	2007	7129	&quot;Masters of Horror&quot; The Washingtonians	NA
0825232	1	2007	103	Bucket List, The	42
0812243	1	2007	5769	Ex Drummer	36
0890870	3	2007	6454	Saw IV	36
0459959	3	2007	3547	La reine soleil	NA
0871510	3	2007	5146	Chakde! India	68
0896986	1	2007	4757	La torre de Suso	NA
0489237	3	2007	3308	Nanny Diaries, The	46
0758758	1	2007	313	Into the Wild	73
0446463	3	2007	3344	Secret, The	NA
0972785	3	2007	761	Bring It On: In It to Win It	NA
0997174	3	2007	3015	Welcome to the Quiet Room	NA
0455805	3	2007	462	Then She Found Me	56
1107809	3	2007	2676	Cutlass	NA
0425430	3	2007	5042	Messengers, The	34
0450188	3	2007	3129	La vie en rose	66
0444682	3	2007	7973	Reaping, The	36
1043842	3	2007	1764	Appleseed Saga: Ex Machina	NA
0348062	3	2007	5583	So, You&#39;ve Downloaded a Demon	NA
0427470	3	2007	1167	Lookout, The	73
0880502	3	2007	1925	Auf der anderen Seite	85
0443706	1	2007	7251	Zodiac	78
0892100	3	2007	2856	Steam	NA
0784972	2	2007	6578	Brothers Solomon, The	32
0808417	3	2007	295	Persepolis	90
0825236	2	2007	3707	Caramel	70
0884328	3	2007	3324	Mist, The	58
0481141	3	2007	327	No Reservations	50
0841044	3	2007	5291	2 Days in Paris	67
0401383	2	2007	1868	Diving Bell and the Butterfly, The	92
0476964	3	2007	20	Brave One, The	56
0453556	1	2007	3811	TMNT	41
0381849	0	2007	843	3:10 to Yuma	76
1226251	3	2007	8513	Pok&eacute;mon: The Rise of Darkrai	NA
0445922	3	2007	4028	Across the Universe	56
0758766	3	2007	2170	Music and Lyrics	59
0486655	3	2007	335	Stardust	66
0983213	1	2007	1939	5 Centimeters Per Second	NA
0817402	3	2007	7125	&quot;Masters of Horror&quot; We All Scream for Ice Cream	NA
1095573	2	2007	6381	&quot;The Backyardigans&quot; International Super Spy	NA
0762110	3	2007	3474	Irina Palm	55
0385752	3	2007	487	Golden Compass, The	51
0815244	3	2007	3151	Sydney White	45
0848542	3	2007	2248	Arranged	NA
0459102	3	2007	526	Import/Export	NA
0464141	3	2007	1285	Orphanage, The	74
0848557	3	2007	964	Diary of the Dead	66
0910847	1	2007	4800	Breakfast with Scot	51
0887732	3	2007	4833	Days and Clouds	69
0787523	3	2007	381	Towelhead	57
0467406	3	2007	9	Juno	81
0465538	2	2007	1889	Michael Clayton	82
0860528	1	2007	3424	Salvation	NA
0367959	1	2007	4209	Hannibal Rising	35
0780622	3	2007	1196	Teeth	57
0765430	3	2007	5045	American Zombie	NA
0807721	3	2007	7349	Meduzot	67
0974959	2	2007	9002	American Pie Presents: Beta House	NA
0416508	3	2007	738	Becoming Jane	55
1039960	0	2007	7796	Est&ocirc;mago	NA
00293564	1	2007	16	Rush Hour 3	44
0809533	3	2007	7079	Las 13 rosas	NA
0869977	3	2007	3989	Naissance des pieuvres	65
0996605	3	2007	1741	Love Songs	70
0389722	2	2007	2130	30 Days of Night	53
0496436	1	2007	1045	White Noise 2: The Light	NA
0421082	2	2007	6987	Control	78
0455760	1	2007	5628	Dead Silence	34
0889600	3	2007	4158	Fat Like Me	NA
0457419	0	2007	1903	Mr. Magorium&#39;s Wonder Emporium	48
1016301	0	2007	3438	Fermat&#39;s Room	NA
0871197	1	2007	7121	&quot;Masters of Horror&quot; Right to Die	NA
0838192	3	2007	7153	Reine Geschmacksache	NA
1077274	3	2007	4264	Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)	NA
0463998	1	2007	5496	Freedom Writers	64
1038988	3	2007	3646	[Rec]	69
0829482	3	2007	651	Superbad	76
0477348	3	2007	686	No Country for Old Men	91
1121794	3	2007	2601	Sword of the Stranger	NA
0787475	1	2007	419	Hot Rod	43
0486651	3	2007	4963	Dark Mirror	NA
0822854	1	2007	1184	Shooter	53
0785533	0	2007	7128	&quot;Masters of Horror&quot; The Black Cat	NA
0775529	3	2007	490	Savages, The	85
0388182	1	2007	2341	King of California	63
0486946	1	2007	918	Wild Hogs	27
0497465	3	2008	245	Vicky Cristina Barcelona	70
0985699	1	2008	2841	Valkyrie	56
0489018	3	2008	3128	Day of the Dead	NA
1339302	3	2008	7210	Bleach: Fade to Black, I Call Your Name	NA
0932669	3	2008	4730	Older Than America	NA
0978759	3	2008	252	Frozen River	82
0494652	3	2008	4046	Welcome Home, Roscoe Jenkins	46
1227929	3	2008	3281	Herb &amp; Dorothy	74
1288589	3	2008	1492	Helen	NA
0910936	2	2008	384	Pineapple Express	64
0455824	2	2008	1892	Australia	53
0876563	3	2008	469	Gake no ue no Ponyo	86
0421715	3	2008	504	Curious Case of Benjamin Button, The	70
0368563	3	2008	5048	Possession	NA
0811080	3	2008	192	Speed Racer	37
1179080	3	2008	2460	Rough Aunties	NA
1048171	3	2008	2094	S&eacute;raphine	84
0964586	3	2008	6543	Skin	62
1294138	3	2008	3288	Barbie and the Diamond Castle	NA
0948530	3	2008	6681	Aanrijding in Moscou	68
0200465	3	2008	19	Bank Job, The	69
1172203	1	2008	3029	Sita Sings the Blues	93
0948535	1	2008	3466	Paris 36	40
0396707	3	2008	5864	Secret of Moonacre, The	NA
0986230	3	2008	1744	French Film	NA
1266097	3	2008	4026	Pirates II: Stagnetti&#39;s Revenge	NA
0443701	3	2008	6621	X-Files: I Want to Believe, The	47
0984130	3	2008	4959	Miao Miao	NA
0874425	3	2008	6817	Pretty Ugly People	NA
0491044	0	2008	6863	Sparrow	NA
1082853	2	2008	3965	Management	50
0926063	1	2008	1718	Dance of the Dead	NA
1129442	0	2008	241	Transporter 3	51
1073241	3	2008	5904	Nothing But the Truth	64
1185616	0	2008	1751	Waltz with Bashir	91
0959337	3	2008	275	Revolutionary Road	69
0844760	3	2008	1	Starship Troopers 3: Marauder	NA
1063669	3	2008	7437	Die Welle	NA
1103193	3	2008	1583	My Prison Yard	NA
1060277	3	2008	889	Cloverfield	64
0412536	1	2008	7622	Brideshead Revisited	64
0411477	1	2008	214	Hellboy II: The Golden Army	78
2132415	2	2008	5148	Overcome	NA
1152397	3	2008	2082	American Violet	56
1068641	3	2008	6262	Burning Plain, The	45
0861689	3	2008	380	Blindness	45
1221141	3	2008	7071	La mujer sin cabeza	81
0406759	3	2008	429	Eye, The	36
0962726	3	2008	464	High School Musical 3: Senior Year	57
0499448	3	2008	1590	Chronicles of Narnia: Prince Caspian, The	62
0808244	3	2008	500	Easy Virtue	58
0799934	1	2008	145	Be Kind Rewind	52
1153103	3	2008	5481	Dead at 17	NA
1052040	0	2008	4767	Seventh Moon	NA
1078600	3	2008	7381	Solo Quiero Caminar	NA
0430770	3	2008	355	Women, The	27
1032755	1	2008	1495	RocknRolla	53
1128075	3	2008	770	Ai no mukidashi	78
0369436	3	2008	903	Four Christmases	41
0420238	3	2008	1674	Tale of Despereaux, The	53
0963743	3	2008	3182	Angus, Thongs and Perfect Snogging	NA
0800080	1	2008	195	Incredible Hulk, The	61
0892899	0	2008	2858	Outpost	NA
0865556	1	2008	1143	Forbidden Kingdom, The	57
0830535	3	2008	8706	Disfigured	NA
0811138	1	2008	60	Love Guru, The	24
0467200	3	2008	1641	Other Boleyn Girl, The	50
1226681	0	2008	952	Pontypool	54
0765432	3	2008	4030	Baader Meinhof Complex, The	76
1142798	3	2008	5703	Family That Preys, The	49
1069238	3	2008	819	Okuribito (Departures)	68
1111890	3	2008	3444	Diary of a Nymphomaniac	NA
0462499	0	2008	7127	Rambo	46
1356380	3	2008	3072	No. 1 Ladies&#39; Detective Agency, The	NA
1340664	3	2008	5469	Kenna	NA
1056444	0	2008	2078	Damn Bastard!	NA
1174954	3	2008	279	Resident Evil: Degeneration	NA
1277728	3	2008	4935	Mid-August Lunch	75
0425061	1	2008	74	Get Smart	54
0929629	1	2008	1586	Stargate: Continuum	NA
1029134	3	2008	141	Birds of America	NA
0430922	1	2008	217	Role Models	61
1067733	1	2008	7657	Patrik, Age 1.5	65
1010048	1	2008	251	Slumdog Millionaire	84
1094661	3	2008	2118	Coco Chanel	NA
0824747	3	2008	286	Changeling	63
0961066	3	2008	2614	Everlasting Moments	80
0951257	3	2008	2257	Bi the Way	NA
0800039	3	2008	1891	Forgetting Sarah Marshall	67
1172963	3	2008	7074	Etz Limon	74
0478087	3	2008	47	21	48
1054485	2	2008	81	Futurama: The Beast with a Billion Backs	NA
0892255	1	2008	503	Che: Part One	NA
0426592	3	2008	5412	Superhero Movie	33
1033643	3	2008	191	What Happens In Vegas	36
1114723	1	2008	8536	Mannen som elsket Yngve	NA
1050160	3	2008	740	Kataude mashin garu	NA
0859163	3	2008	5656	Mummy: Tomb of the Dragon Emperor, The	31
0963194	3	2008	542	Repo! The Genetic Opera	32
1129423	2	2008	1709	Fireproof	28
1226291	2	2008	6893	Blind Loves	NA
0929425	1	2008	233	Gomorra	87
0981072	3	2008	265	Lucky Ones, The	53
1286742	3	2008	6620	Clash of the Santas	NA
1095442	1	2008	2203	Goodbye Solo	89
0804529	0	2008	6688	Sleep Dealer	59
1055366	3	2008	6347	Camp Rock	NA
0486321	0	2008	3998	Fly Me to the Moon	36
0976051	1	2008	273	Reader, The	58
0790686	1	2008	5205	Mirrors	35
1064932	2	2008	6287	Bienvenue chez les Ch&#39;tis	NA
0780536	1	2008	34	In Bruges	67
0109688	1	2008	1912	Ashes of Time Redux	69
1216477	3	2008	1548	Dim Sum Funeral	NA
0964516	3	2008	492	Fashion	NA
0383028	3	2008	1616	Synecdoche, New York	67
1117379	3	2008	2843	Bonnie &amp; Clyde vs. Dracula	NA
0425637	1	2008	1757	Chi bi (Red Cliff)	73
1260502	3	2008	3693	Ghost in the Shell 2.0	NA
0441773	3	2008	728	Kung Fu Panda	74
0465502	2	2008	1161	Igor	40
0936501	3	2008	428	Taken	51
1077094	3	2008	3016	One Million Yen Girl	NA
1316037	3	2008	829	Birdemic	NA
1059786	1	2008	463	Eagle Eye	43
1084950	3	2008	499	Rachel Getting Married	82
1045670	3	2008	1290	Happy-Go-Lucky	84
1284591	1	2008	2056	Sut	NA
0397892	3	2008	220	Bolt	67
0918927	3	2008	254	Doubt	68
0831887	2	2008	4805	Spirit, The	30
1206285	3	2008	6946	Camino	NA
0830570	3	2008	5584	I Can&#39;t Think Straight	NA
0914797	1	2008	8698	Bottle Shock	56
0864761	3	2008	3461	Duchess, The	62
0896031	3	2008	2357	Loss of a Teardrop Diamond, The	51
0896534	0	2008	5050	Deadgirl	36
1018785	3	2008	902	Sisterhood of the Traveling Pants 2, The	63
0373051	1	2008	194	Journey to the Center of the Earth	57
0451079	1	2008	1142	Horton Hears a Who!	71
1199099	3	2008	2996	Merlin	NA
0995039	1	2008	513	Ghost Town	72
0832266	3	2008	545	Definitely, Maybe	59
0893402	2	2008	584	Franklyn	NA
0938341	1	2008	1746	T&ocirc;ky&ocirc; sonata (Tokyo Sonata)	80
0367882	1	2008	1050	Indiana Jones and the Kingdom of the Crystal Skull	65
1104733	3	2008	2274	Hamlet 2	54
0468569	3	2008	66	Dark Knight, The	84
1263778	3	2008	3510	La belle personne	NA
0816556	1	2008	8854	Lake Mungo	NA
0870111	1	2008	990	Frost/Nixon	80
0960731	3	2008	310	Bedtime Stories	33
0910970	1	2008	3	WALL-E	95
0443559	1	2008	1915	Killshot	NA
0410377	3	2008	73	Nim&#39;s Island	55
0942903	3	2008	1585	Stargate: The Ark of Truth	NA
0887912	1	2008	495	Hurt Locker, The	95
0871426	3	2008	140	Baby Mama	55
0963794	3	2008	5475	Ruins, The	44
1284526	1	2008	8528	Venkovsky ucitel	NA
0947802	3	2008	9340	Lakeview Terrace	47
1125849	1	2008	285	Wrestler, The	80
0970468	3	2008	350	Miss Pettigrew Lives for a Day	63
0449487	3	2008	1164	Passengers	40
0887971	3	2008	3020	While She Was Out	40
0902290	1	2008	3457	I Sell the Dead	62
0493464	1	2008	80	Wanted	64
1173745	1	2008	5748	Revanche	84
1205489	2	2008	502	Gran Torino	72
0371746	2	2008	190	Iron Man	79
1267379	2	2008	8503	Dead Space: Downfall	NA
1029234	3	2008	1398	Martyrs	NA
1370212	3	2008	1801	My Only Sunshine	NA
1023481	3	2008	1104	Step Up 2: The Streets	50
1143155	3	2008	5691	Treeless Mountain	75
1082868	3	2008	541	Quarantine	53
0981227	3	2008	197	Nick and Norah&#39;s Infinite Playlist	64
0852713	3	2008	1014	House Bunny, The	55
1178197	1	2008	2860	World is Big and Salvation Lurks Around the Corner, The	NA
1034303	3	2008	3711	Defiance	58
1000774	3	2008	747	Sex and the City	53
1077084	3	2008	1178	God&#39;s Forgotten Town	NA
1279083	3	2008	2694	Examined Life	64
1280558	1	2008	7536	A Wednesday	NA
1037146	3	2008	6861	All about women	NA
1152850	3	2008	1749	Wendy and Lucy	80
0494238	3	2008	306	Inkheart	49
1076252	2	2008	7813	Picture This	NA
1133991	1	2008	2342	What Doesn&#39;t Kill You	71
1129435	3	2008	523	Beaches of Agnes, The	86
0416212	3	2008	927	Secret Life of Bees, The	57
0443274	3	2008	176	Vantage Point	40
0988595	3	2008	212	27 Dresses	47
0785007	3	2008	5244	Over Her Dead Body	30
0487928	3	2008	4483	Dante 01	NA
1046997	2	2008	1451	Miracle at St. Anna	37
0862846	3	2008	346	Sunshine Cleaning	61
0866439	2	2008	5007	Made of Honor	37
1286124	3	2008	9196	iCarly: iGo to Japan	NA
1046947	3	2008	6097	Last Chance Harvey	57
1235075	1	2008	8563	Valami Amerika 2	NA
1024255	3	2008	1394	Wild Child	NA
1139797	1	2008	668	L&aring;t den r&auml;tte komma in (Let the Right One In)	82
1056437	3	2008	1829	Sky Crawlers, The	NA
0489049	0	2008	768	Fanboys	45
1034325	3	2008	2259	Phoebe in Wonderland	56
1054588	1	2008	470	Flash of Genius	57
0951216	3	2008	2022	Mad Money	41
0765476	1	2008	193	Meet Dave	43
1190539	0	2008	5858	Chaser, The	64
0965440	3	2008	2461	Rain	NA
0838283	1	2008	260	Step Brothers	51
0915460	3	2008	4812	Grizzly Park	NA
1305138	2	2008	1107	El regalo	NA
1049948	3	2008	5658	Casi divas	55
0819714	3	2008	3467	Edge of Love, The	39
0800240	1	2008	2331	Deception	31
0986233	0	2008	7641	Hunger	82
0800241	3	2008	2968	Transsiberian	72
0489099	1	2008	28	Jumper	35
0490181	1	2008	65	Mutant Chronicles, The	NA
0870089	0	2008	883	Ciao	NA
0914798	3	2008	7190	Boy in the Striped Pajamas, The	55
1013753	1	2008	242	Milk	84
1052352	3	2008	5174	Princess: A Modern Fairtyale	NA
0882978	1	2008	3304	Three Kingdoms: Resurrection of the Dragon	NA
0467197	3	2008	309	Max Payne	31
0483607	3	2008	3758	Doomsday	51
0447166	3	2008	1516	Gamers: Dorkness Rising, The	NA
0416236	0	2008	8818	Spiderwick Chronicles, The	62
0443649	1	2008	6825	10,000 BC	34
1172570	1	2008	5474	Bronson	71
0814314	3	2008	2116	Seven Pounds	36
1100048	3	2008	2516	35 Shots of Rum	92
0795421	3	2008	316	Mamma Mia!	51
1270769	1	2008	730	Three wise men	NA
0830515	1	2008	465	Quantum of Solace	58
1227926	0	2008	8387	Dr. Horrible&#39;s Sing-Along Blog	NA
1099212	3	2008	501	Twilight	56
1124394	1	2008	1628	Sauna	NA
0435679	3	2008	6059	Keith	NA
0926129	3	2008	5077	Prom Night	17
0887883	1	2008	189	Burn After Reading	63
0844286	3	2008	2424	Brothers Bloom, The	55
0452608	1	2008	222	Death Race	43
1092019	1	2008	8534	TBS	NA
0823671	3	2008	473	Tinker Bell	NA
0818165	3	2008	540	Alphabet Killer, The	NA
0800308	1	2008	196	Appaloosa	64
0970411	3	2008	1013	City of Ember	58
0942385	0	2008	263	Tropic Thunder	71
0970416	3	2008	298	Day the Earth Stood Still, The	40
1186369	3	2008	1504	Lorna&#39;s Silence	80
0822832	2	2008	1144	Marley &amp; Me	53
0960890	3	2008	2269	Zombie Strippers!	45
0940709	1	2008	447	CJ7 (Changjiang 7 hao)	46
0448157	0	2008	61	Hancock	49
1068649	3	2008	985	I&#39;ve Loved You So Long	79
0482606	3	2008	3612	Strangers, The	47
1132626	3	2008	9291	Saw V	20
1126596	2	2008	2832	Adulthood	NA
1068680	1	2008	305	Yes Man	46
1259014	1	2008	1443	Mesrine: Killer Instinct	71
1054486	1	2008	338	Futurama: Bender&#39;s Game	NA
1022606	3	2008	3381	Lion&#39;s Den	64
0476991	3	2008	3512	Were the World Mine	NA
1483797	3	2009	6122	Redline	NA
1133993	2	2009	992	Serious Moonlight	36
1028532	1	2009	8555	Hachi: A Dog&#39;s Tale	NA
1385912	1	2009	6937	I can do bad all by myself	55
0970452	3	2009	6189	Solomon Kane	48
0458455	3	2009	9368	Pope Joan	NA
1232783	3	2009	6224	Sorority Row	24
1035736	3	2009	1821	Coco avant Chanel	65
1232207	1	2009	726	Capitalism: A Love Story	61
1504429	3	2009	1485	Hideaway (Le refuge)	61
0758751	3	2009	377	Grey Gardens	NA
1020885	3	2009	1885	Lesbian Vampire Killers	NA
0780511	2	2009	1917	Everybody&#39;s Fine	47
1178663	3	2009	497	Whatever Works	45
1488591	3	2009	3082	Professor Layton and the Eternal Diva	NA
1086216	3	2009	2348	Uncertainty	45
1135952	3	2009	1288	White Material	81
1082876	3	2009	6829	Tales from the Catholic Church of Elvis!	NA
1245112	1	2009	4764	[Rec] 2	52
0988045	1	2009	632	Sherlock Holmes	57
1483831	0	2009	1796	Lebanon	85
1242530	2	2009	9030	What&#39;s Your Raashee?	NA
1050002	3	2009	2258	My Last Five Girlfriends	NA
1082009	3	2009	5718	Queen to Play	70
1446201	3	2009	5013	12 Men of Christmas	NA
